BookingReference,Created Date,Reference,Attendee Status,Attended,Event Code
B1292031,15/08/2024,A1366596,Attending,No,D24
B1292035,15/08/2024,A1366600,Cancelled,,D24
B1292070,16/08/2024,A1366635,Attending,No,D24
B1292071,16/08/2024,A1366636,Attending,Yes,D24
B1292078,16/08/2024,A1366643,Cancelled,,D24
B1292169,19/08/2024,A1366737,Attending,No,D24
B1292172,19/08/2024,A1366740,Attending,Yes,D24
B1292172,19/08/2024,A1366741,Attending,Yes,D24
B1292201,19/08/2024,A1366770,Attending,Yes,D24
B1292229,19/08/2024,A1366798,Attending,Yes,D24
B1292242,19/08/2024,A1366811,Cancelled,,D24
B1292328,20/08/2024,A1366898,Attending,No,D24
B1292337,20/08/2024,A1366907,Attending,Yes,D24
B1292364,20/08/2024,A1366934,Attending,Yes,D24
B1292378,20/08/2024,A1366948,Attending,Yes,D24
B1292379,20/08/2024,A1366949,Attending,Yes,D24
B1292408,20/08/2024,A1366978,Attending,Yes,D24
B1292449,21/08/2024,A1367019,Attending,Yes,D24
B1292455,21/08/2024,A1367025,Cancelled,,D24
B1292458,21/08/2024,A1367028,Attending,Yes,D24
B1292459,21/08/2024,A1367029,Attending,Yes,D24
B1292492,21/08/2024,A1367064,Attending,Yes,D24
B1292493,21/08/2024,A1367065,Attending,Yes,D24
B1292499,21/08/2024,A1367071,Attending,Yes,D24
B1292508,21/08/2024,A1367080,Attending,Yes,D24
B1292509,21/08/2024,A1367081,Attending,Yes,D24
B1292517,21/08/2024,A1367089,Attending,No,D24
B1292545,22/08/2024,A1367117,Attending,Yes,D24
B1292595,22/08/2024,A1367167,Attending,Yes,D24
B1292597,22/08/2024,A1367169,Attending,Yes,D24
B1292598,22/08/2024,A1367170,Attending,Yes,D24
B1292600,22/08/2024,A1367172,Attending,Yes,D24
B1292602,22/08/2024,A1367174,Attending,Yes,D24
B1292603,22/08/2024,A1367175,Attending,Yes,D24
B1292604,22/08/2024,A1367176,Cancelled,,D24
B1292609,22/08/2024,A1367181,Attending,Yes,D24
B1292684,23/08/2024,A1367257,Attending,Yes,D24
B1292689,23/08/2024,A1367262,Attending,Yes,D24
B1292943,27/08/2024,A1367519,Attending,No,D24
B1292948,27/08/2024,A1367524,Attending,Yes,D24
B1292958,27/08/2024,A1367534,Cancelled,,D24
B1292959,27/08/2024,A1367535,Attending,No,D24
B1292960,27/08/2024,A1367536,Cancelled,,D24
B1292963,27/08/2024,A1367539,Cancelled,,D24
B1292972,27/08/2024,A1367548,Attending,Yes,D24
B1292973,27/08/2024,A1367549,Attending,Yes,D24
B1292973,27/08/2024,A1367550,Attending,Yes,D24
B1292987,27/08/2024,A1367564,Attending,Yes,D24
B1293068,28/08/2024,A1367645,Attending,Yes,D24
B1293069,28/08/2024,A1367646,Attending,Yes,D24
B1293070,28/08/2024,A1367647,Attending,Yes,D24
B1293160,29/08/2024,A1367742,Attending,Yes,D24
B1293164,29/08/2024,A1367746,Attending,No,D24
B1293173,29/08/2024,A1367757,Attending,No,D24
B1293178,29/08/2024,A1367762,Attending,Yes,D24
B1293179,29/08/2024,A1367763,Attending,Yes,D24
B1293180,29/08/2024,A1367764,Attending,Yes,D24
B1293184,29/08/2024,A1367768,Attending,Yes,D24
B1293318,30/08/2024,A1367903,Attending,Yes,D24
B1293468,02/09/2024,A1368061,Attending,No,D24
B1293507,02/09/2024,A1368102,Cancelled,,D24
B1293510,02/09/2024,A1368105,Attending,Yes,D24
B1293542,03/09/2024,A1368137,Attending,Yes,D24
B1293564,03/09/2024,A1368159,Attending,Yes,D24
B1293603,03/09/2024,A1368199,Cancelled,,D24
B1293614,03/09/2024,A1368210,Attending,Yes,D24
B1293684,04/09/2024,A1368287,Attending,Yes,D24
B1293685,04/09/2024,A1368288,Cancelled,,D24
B1293712,04/09/2024,A1368315,Attending,Yes,D24
B1293722,04/09/2024,A1368325,Cancelled,,D24
B1293726,04/09/2024,A1368329,Attending,No,D24
B1293728,04/09/2024,A1368331,Attending,No,D24
B1293732,04/09/2024,A1368335,Attending,Yes,D24
B1293740,04/09/2024,A1368343,Cancelled,,D24
B1293901,05/09/2024,A1368508,Attending,Yes,D24
B1293908,05/09/2024,A1368515,Cancelled,,D24
B1293916,05/09/2024,A1368523,Attending,Yes,D24
B1294197,09/09/2024,A1368841,Cancelled,,D24
B1294245,09/09/2024,A1368892,Attending,Yes,D24
B1294248,09/09/2024,A1368895,Attending,Yes,D24
B1294342,10/09/2024,A1368989,Attending,Yes,D24
B1294345,10/09/2024,A1368992,Attending,Yes,D24
B1294390,10/09/2024,A1369037,Attending,Yes,D24
B1294391,10/09/2024,A1369038,Attending,Yes,D24
B1294394,10/09/2024,A1369041,Attending,Yes,D24
B1294398,10/09/2024,A1369045,Attending,Yes,D24
B1294399,10/09/2024,A1369046,Attending,,D24
B1294400,10/09/2024,A1369047,Attending,,D24
B1294403,10/09/2024,A1369050,Attending,,D24
B1294405,10/09/2024,A1369052,Attending,,D24
B1294650,11/09/2024,A1369300,Attending,No,D24
B1294664,11/09/2024,A1369314,Cancelled,,D24
B1294671,11/09/2024,A1369321,Attending,No,D24
B1294676,11/09/2024,A1369326,Attending,Yes,D24
B1294887,12/09/2024,A1369542,Attending,,D24
B1294889,12/09/2024,A1369544,Attending,,D24
B1294909,12/09/2024,A1369565,Attending,Yes,D24
B1295057,13/09/2024,A1369717,Attending,Yes,D24
B1295058,13/09/2024,A1369718,Attending,Yes,D24
B1295059,13/09/2024,A1369719,Cancelled,,D24
B1295063,13/09/2024,A1369725,Attending,No,D24
B1295076,13/09/2024,A1369738,Attending,,D24
B1295077,13/09/2024,A1369739,Attending,,D24
B1295085,13/09/2024,A1369747,Attending,,D24
B1295086,13/09/2024,A1369748,Cancelled,,D24
B1295087,13/09/2024,A1369749,Attending,,D24
B1295088,13/09/2024,A1369750,Attending,,D24
B1295096,13/09/2024,A1369758,Attending,Yes,D24
B1295098,13/09/2024,A1369760,Attending,,D24
B1295100,13/09/2024,A1369762,Attending,,D24
B1295106,13/09/2024,A1369768,Attending,,D24
B1295111,13/09/2024,A1369773,Attending,No,D24
B1295118,13/09/2024,A1369780,Attending,No,D24
B1295160,13/09/2024,A1369825,Attending,Yes,D24
B1295192,13/09/2024,A1369857,Attending,Yes,D24
B1295205,13/09/2024,A1369870,Attending,Yes,D24
B1295208,13/09/2024,A1369873,Attending,Yes,D24
B1295212,13/09/2024,A1369877,Attending,Yes,D24
B1295261,13/09/2024,A1369928,Attending,Yes,D24
B1295505,16/09/2024,A1370172,Attending,No,D24
B1295620,16/09/2024,A1370287,Attending,Yes,D24
B1295621,16/09/2024,A1370288,Attending,Yes,D24
B1295625,16/09/2024,A1370292,Attending,Yes,D24
B1295703,17/09/2024,A1370372,Attending,Yes,D24
B1295715,17/09/2024,A1370384,Attending,Yes,D24
B1295718,17/09/2024,A1370387,Attending,Yes,D24
B1295746,17/09/2024,A1370415,Attending,Yes,D24
B1295769,17/09/2024,A1370438,Attending,No,D24
B1295795,17/09/2024,A1370464,Cancelled,,D24
B1295798,17/09/2024,A1370467,Attending,Yes,D24
B1295922,18/09/2024,A1370592,Attending,No,D24
B1295985,18/09/2024,A1370661,Attending,Yes,D24
B1295994,18/09/2024,A1370670,Attending,Yes,D24
B1296240,19/09/2024,A1370916,Attending,Yes,D24
B1296240,19/09/2024,A1370917,Attending,Yes,D24
B1296240,19/09/2024,A1370918,Attending,Yes,D24
B1296245,19/09/2024,A1370923,Attending,Yes,D24
B1296248,19/09/2024,A1370926,Attending,Yes,D24
B1296250,19/09/2024,A1370928,Attending,Yes,D24
B1296262,19/09/2024,A1370940,Attending,No,D24
B1296292,19/09/2024,A1370970,Attending,Yes,D24
B1296336,19/09/2024,A1371014,Attending,Yes,D24
B1296337,19/09/2024,A1371015,Attending,Yes,D24
B1296339,19/09/2024,A1371017,Attending,Yes,D24
B1296341,19/09/2024,A1371019,Attending,Yes,D24
B1296342,19/09/2024,A1371020,Attending,,D24
B1296353,19/09/2024,A1371031,Attending,Yes,D24
B1296354,19/09/2024,A1371032,Attending,Yes,D24
B1296465,20/09/2024,A1371143,Attending,Yes,D24
B1296469,20/09/2024,A1371147,Attending,No,D24
B1296486,20/09/2024,A1371164,Attending,Yes,D24
B1296540,20/09/2024,A1371218,Attending,Yes,D24
B1296550,20/09/2024,A1371228,Attending,Yes,D24
B1296570,20/09/2024,A1371248,Attending,Yes,D24
B1296828,22/09/2024,A1371509,Attending,Yes,D24
B1296968,23/09/2024,A1371650,Attending,Yes,D24
B1297136,23/09/2024,A1371818,Attending,No,D24
B1297233,23/09/2024,A1371915,Attending,Yes,D24
B1297252,23/09/2024,A1371934,Attending,Yes,D24
B1297374,23/09/2024,A1372056,Attending,Yes,D24
B1297378,23/09/2024,A1372060,Attending,,D24
B1297380,23/09/2024,A1372062,Attending,,D24
B1297383,23/09/2024,A1372065,Attending,,D24
B1297386,23/09/2024,A1372068,Cancelled,,D24
B1297387,23/09/2024,A1372069,Attending,Yes,D24
B1297776,24/09/2024,A1372463,Attending,Yes,D24
B1297827,24/09/2024,A1372514,Attending,Yes,D24
B1297948,24/09/2024,A1372635,Attending,,D24
B1297950,24/09/2024,A1372637,Attending,,D24
B1298025,24/09/2024,A1372712,Attending,Yes,D24
B1298033,24/09/2024,A1372720,Attending,Yes,D24
B1298357,24/09/2024,A1373047,Attending,Yes,D24
B1298692,25/09/2024,A1373382,Attending,No,D24
B1298723,25/09/2024,A1373413,Attending,Yes,D24
B1298728,25/09/2024,A1373418,Attending,Yes,D24
B1298734,25/09/2024,A1373424,Attending,Yes,D24
B1298920,25/09/2024,A1373613,Attending,Yes,D24
B1298921,25/09/2024,A1373614,Attending,Yes,D24
B1298957,25/09/2024,A1373650,Attending,Yes,D24
B1298961,25/09/2024,A1373654,Attending,Yes,D24
B1298963,25/09/2024,A1373656,Attending,,D24
B1298972,25/09/2024,A1373665,Attending,Yes,D24
B1298989,25/09/2024,A1373685,Attending,Yes,D24
B1299022,25/09/2024,A1373718,Attending,Yes,D24
B1299024,25/09/2024,A1373720,Attending,Yes,D24
B1299028,25/09/2024,A1373724,Attending,Yes,D24
B1299030,25/09/2024,A1373726,Attending,Yes,D24
B1299382,26/09/2024,A1374079,Attending,Yes,D24
B1299384,26/09/2024,A1374081,Attending,Yes,D24
B1299390,26/09/2024,A1374087,Attending,Yes,D24
B1299414,26/09/2024,A1374111,Attending,,D24
B1299418,26/09/2024,A1374115,Attending,,D24
B1299422,26/09/2024,A1374119,Attending,,D24
B1299468,26/09/2024,A1374166,Attending,Yes,D24
B1299536,26/09/2024,A1374234,Attending,Yes,D24
B1299667,26/09/2024,A1374365,Attending,,D24
B1299681,26/09/2024,A1374379,Attending,,D24
B1299683,26/09/2024,A1374381,Attending,,D24
B1299693,26/09/2024,A1374391,Attending,,D24
B1299697,26/09/2024,A1374395,Attending,,D24
B1299976,27/09/2024,A1374674,Attending,Yes,D24
B1299986,27/09/2024,A1374684,Attending,Yes,D24
B1300005,27/09/2024,A1374703,Attending,,D24
B1300027,27/09/2024,A1374725,Attending,Yes,D24
B1300042,27/09/2024,A1374740,Attending,Yes,D24
B1300140,27/09/2024,A1374838,Attending,Yes,D24
B1300141,27/09/2024,A1374839,Attending,Yes,D24
B1300142,27/09/2024,A1374840,Attending,Yes,D24
B1300154,27/09/2024,A1374852,Attending,Yes,D24
B1300159,27/09/2024,A1374857,Attending,,D24
B1300162,27/09/2024,A1374860,Attending,,D24
B1300164,27/09/2024,A1374862,Attending,,D24
B1300200,27/09/2024,A1374898,Attending,Yes,D24
B1300213,27/09/2024,A1374911,Attending,Yes,D24
B1300214,27/09/2024,A1374912,Attending,Yes,D24
B1300221,27/09/2024,A1374919,Attending,Yes,D24
B1300428,28/09/2024,A1375127,Attending,Yes,D24
B1300809,30/09/2024,A1375511,Attending,Yes,D24
B1300843,30/09/2024,A1375545,Attending,,D24
B1300848,30/09/2024,A1375550,Attending,,D24
B1300850,30/09/2024,A1375552,Attending,,D24
B1300853,30/09/2024,A1375555,Attending,,D24
B1300854,30/09/2024,A1375556,Attending,,D24
B1300858,30/09/2024,A1375560,Attending,,D24
B1300859,30/09/2024,A1375561,Attending,,D24
B1300865,30/09/2024,A1375567,Attending,,D24
B1300865,30/09/2024,A1375568,Attending,,D24
B1300868,30/09/2024,A1375571,Attending,,D24
B1300869,30/09/2024,A1375572,Attending,,D24
B1300870,30/09/2024,A1375573,Attending,,D24
B1300914,30/09/2024,A1375617,Attending,,D24
B1300915,30/09/2024,A1375618,Attending,,D24
B1300916,30/09/2024,A1375619,Attending,,D24
B1300917,30/09/2024,A1375620,Attending,,D24
B1301015,30/09/2024,A1375718,Attending,Yes,D24
B1301042,30/09/2024,A1375745,Attending,Yes,D24
B1301065,30/09/2024,A1375768,Attending,Yes,D24
B1301373,01/10/2024,A1376078,Attending,Yes,D24
B1301374,01/10/2024,A1376079,Attending,No,D24
B1301398,01/10/2024,A1376103,Attending,No,D24
B1301401,01/10/2024,A1376106,Attending,,D24
B1301404,01/10/2024,A1376109,Attending,,D24
B1301471,01/10/2024,A1376176,Attending,,D24
B1301473,01/10/2024,A1376178,Attending,,D24
B1301475,01/10/2024,A1376180,Attending,,D24
B1301478,01/10/2024,A1376183,Attending,,D24
B1301617,01/10/2024,A1376322,Attending,,D24
B1301631,01/10/2024,A1376336,Attending,Yes,D24
B1301654,01/10/2024,A1376359,Attending,,D24
B1301659,01/10/2024,A1376364,Attending,,D24
B1301667,01/10/2024,A1376372,Attending,,D24
B1301671,01/10/2024,A1376376,Attending,,D24
B1301673,01/10/2024,A1376378,Attending,,D24
B1301695,01/10/2024,A1376400,Cancelled,,D24
B1301977,02/10/2024,A1376682,Attending,Yes,D24
B1301989,02/10/2024,A1376694,Attending,Yes,D24
B1302037,02/10/2024,A1376742,Attending,,D24
B1302040,02/10/2024,A1376745,Attending,,D24
B1302042,02/10/2024,A1376747,Attending,,D24
B1302047,02/10/2024,A1376752,Attending,,D24
B1302071,02/10/2024,A1376776,Attending,Yes,D24
B1302116,02/10/2024,A1376821,Attending,,D24
B1302120,02/10/2024,A1376825,Attending,Yes,D24
B1302163,02/10/2024,A1376868,Attending,Yes,D24
B1302308,02/10/2024,A1377013,Attending,Yes,D24
B1303096,04/10/2024,A1377803,Attending,Yes,D24
B1303135,04/10/2024,A1377842,Attending,Yes,D24
B1303138,04/10/2024,A1377845,Attending,Yes,D24
B1303139,04/10/2024,A1377846,Attending,Yes,D24
B1267663,15/04/2024,A1341916,Attending,,GP24
B1267680,15/04/2024,A1341933,Attending,,GP24
B1267725,15/04/2024,A1341978,Attending,Yes,GP24
B1267726,15/04/2024,A1341979,Attending,,GP24
B1267733,15/04/2024,A1341986,Cancelled,,GP24
B1267771,15/04/2024,A1342024,Attending,Yes,GP24
B1267879,15/04/2024,A1342132,Cancelled,,GP24
B1269034,17/04/2024,A1343298,Cancelled,,GP24
B1269069,17/04/2024,A1343333,Attending,Yes,GP24
B1269480,18/04/2024,A1343744,Attending,Yes,GP24
B1269673,18/04/2024,A1343937,Attending,Yes,GP24
B1269674,18/04/2024,A1343938,Attending,Yes,GP24
B1269675,18/04/2024,A1343939,Attending,Yes,GP24
B1269677,18/04/2024,A1343941,Attending,Yes,GP24
B1269709,18/04/2024,A1343973,Attending,Yes,GP24
B1269962,18/04/2024,A1344226,Cancelled,,GP24
B1270539,20/04/2024,A1344803,Attending,Yes,GP24
B1271896,24/04/2024,A1346164,Attending,Yes,GP24
B1271897,24/04/2024,A1346165,Attending,Yes,GP24
B1272262,25/04/2024,A1346535,Attending,Yes,GP24
B1272448,25/04/2024,A1346723,Attending,No,GP24
B1272449,25/04/2024,A1346724,Cancelled,,GP24
B1272450,25/04/2024,A1346725,Attending,Yes,GP24
B1272451,25/04/2024,A1346726,Attending,Yes,GP24
B1272452,25/04/2024,A1346727,Attending,Yes,GP24
B1272453,25/04/2024,A1346728,Attending,Yes,GP24
B1272454,25/04/2024,A1346729,Attending,Yes,GP24
B1272456,25/04/2024,A1346731,Cancelled,,GP24
B1272461,25/04/2024,A1346736,Attending,Yes,GP24
B1272466,25/04/2024,A1346741,Cancelled,,GP24
B1272469,25/04/2024,A1346744,Attending,Yes,GP24
B1272472,25/04/2024,A1346747,Cancelled,,GP24
B1272481,25/04/2024,A1346756,Cancelled,,GP24
B1272485,25/04/2024,A1346760,Cancelled,,GP24
B1272488,25/04/2024,A1346763,Attending,Yes,GP24
B1272490,25/04/2024,A1346765,Attending,Yes,GP24
B1272492,25/04/2024,A1346767,Attending,Yes,GP24
B1272497,25/04/2024,A1346772,Cancelled,,GP24
B1272503,25/04/2024,A1346778,Cancelled,,GP24
B1272506,25/04/2024,A1346781,Attending,Yes,GP24
B1272508,25/04/2024,A1346783,Cancelled,,GP24
B1272510,25/04/2024,A1346785,Attending,Yes,GP24
B1272516,25/04/2024,A1346791,Attending,Yes,GP24
B1272517,25/04/2024,A1346792,Attending,Yes,GP24
B1272519,25/04/2024,A1346794,Attending,Yes,GP24
B1272523,25/04/2024,A1346798,Attending,Yes,GP24
B1272528,25/04/2024,A1346803,Cancelled,,GP24
B1272534,25/04/2024,A1346809,Attending,Yes,GP24
B1272540,25/04/2024,A1346815,Attending,Yes,GP24
B1272569,25/04/2024,A1346844,Attending,Yes,GP24
B1272576,25/04/2024,A1346851,Attending,Yes,GP24
B1272581,25/04/2024,A1346856,Attending,Yes,GP24
B1272583,25/04/2024,A1346858,Attending,Yes,GP24
B1272587,25/04/2024,A1346862,Attending,Yes,GP24
B1272602,25/04/2024,A1346877,Cancelled,,GP24
B1272606,26/04/2024,A1346881,Attending,No,GP24
B1272633,26/04/2024,A1346908,Attending,Yes,GP24
B1272648,26/04/2024,A1346923,Cancelled,,GP24
B1272651,26/04/2024,A1346926,Attending,Yes,GP24
B1272652,26/04/2024,A1346927,Cancelled,,GP24
B1272654,26/04/2024,A1346929,Cancelled,,GP24
B1272663,26/04/2024,A1346938,Cancelled,,GP24
B1272699,26/04/2024,A1346974,Cancelled,,GP24
B1272705,26/04/2024,A1346980,Attending,Yes,GP24
B1272715,26/04/2024,A1346990,Cancelled,,GP24
B1272717,26/04/2024,A1346992,Attending,Yes,GP24
B1272726,26/04/2024,A1347001,Attending,Yes,GP24
B1272728,26/04/2024,A1347003,Attending,Yes,GP24
B1272736,26/04/2024,A1347011,Attending,Yes,GP24
B1272750,26/04/2024,A1347025,Attending,Yes,GP24
B1272759,26/04/2024,A1347034,Attending,Yes,GP24
B1272770,26/04/2024,A1347045,Cancelled,,GP24
B1272790,26/04/2024,A1347065,Attending,Yes,GP24
B1272814,26/04/2024,A1347089,Attending,Yes,GP24
B1272850,26/04/2024,A1347125,Attending,Yes,GP24
B1272912,26/04/2024,A1347187,Attending,Yes,GP24
B1272972,26/04/2024,A1347247,Cancelled,,GP24
B1273009,26/04/2024,A1347284,Attending,Yes,GP24
B1273032,26/04/2024,A1347307,Attending,Yes,GP24
B1273576,29/04/2024,A1347852,Attending,Yes,GP24
B1273620,29/04/2024,A1347896,Cancelled,,GP24
B1273760,29/04/2024,A1348037,Attending,Yes,GP24
B1273857,29/04/2024,A1348134,Attending,Yes,GP24
B1273880,29/04/2024,A1348157,Cancelled,,GP24
B1273998,29/04/2024,A1348277,Cancelled,,GP24
B1274131,30/04/2024,A1348410,Cancelled,,GP24
B1274276,30/04/2024,A1348555,Cancelled,,GP24
B1274379,30/04/2024,A1348658,Attending,Yes,GP24
B1274424,30/04/2024,A1348704,Cancelled,,GP24
B1275334,03/05/2024,A1349614,Attending,No,GP24
B1275393,03/05/2024,A1349674,Attending,Yes,GP24
B1275430,03/05/2024,A1349711,Attending,Yes,GP24
B1275588,03/05/2024,A1349869,Attending,Yes,GP24
B1276296,07/05/2024,A1350584,Attending,Yes,GP24
B1276299,07/05/2024,A1350587,Attending,Yes,GP24
B1276365,07/05/2024,A1350654,Attending,No,GP24
B1276794,08/05/2024,A1351086,Cancelled,,GP24
B1276795,08/05/2024,A1351087,Cancelled,,GP24
B1276812,08/05/2024,A1351104,Attending,Yes,GP24
B1276849,08/05/2024,A1351141,Attending,Yes,GP24
B1277247,09/05/2024,A1351539,Attending,Yes,GP24
B1277517,10/05/2024,A1351811,Attending,No,GP24
B1277530,10/05/2024,A1351824,Attending,Yes,GP24
B1277533,10/05/2024,A1351827,Attending,Yes,GP24
B1278976,14/05/2024,A1353272,Attending,Yes,GP24
B1279833,16/05/2024,A1354132,Attending,Yes,GP24
B1280591,20/05/2024,A1354891,Attending,Yes,GP24
B1280593,20/05/2024,A1354893,Attending,Yes,GP24
B1280593,20/05/2024,A1354894,Attending,Yes,GP24
B1280593,20/05/2024,A1354895,Attending,Yes,GP24
B1280787,20/05/2024,A1355090,Cancelled,,GP24
B1283488,03/06/2024,A1357803,Attending,Yes,GP24
B1283529,03/06/2024,A1357844,Attending,No,GP24
B1283710,04/06/2024,A1358034,Cancelled,,GP24
B1285342,11/06/2024,A1359693,Attending,Yes,GP24
B1286030,14/06/2024,A1360393,Attending,Yes,GP24
B1286066,14/06/2024,A1360429,Attending,Yes,GP24
B1287485,25/06/2024,A1361880,Attending,Yes,GP24
B1287732,27/06/2024,A1362138,Attending,Yes,GP24
B1289243,02/07/2024,A1363669,Attending,Yes,GP24
B1289331,03/07/2024,A1363760,Attending,Yes,GP24
B1289438,04/07/2024,A1363871,Cancelled,,GP24
B1289440,04/07/2024,A1363873,Cancelled,,GP24
B1289441,04/07/2024,A1363874,Attending,Yes,GP24
B1289443,04/07/2024,A1363876,Attending,Yes,GP24
B1289448,04/07/2024,A1363881,Attending,Yes,GP24
B1289450,04/07/2024,A1363883,Cancelled,,GP24
B1289451,04/07/2024,A1363884,Cancelled,,GP24
B1289454,04/07/2024,A1363887,Attending,Yes,GP24
B1289455,04/07/2024,A1363888,Attending,Yes,GP24
B1289457,04/07/2024,A1363890,Cancelled,,GP24
B1289459,04/07/2024,A1363892,Attending,No,GP24
B1289460,04/07/2024,A1363893,Attending,Yes,GP24
B1289462,04/07/2024,A1363895,Cancelled,,GP24
B1289464,04/07/2024,A1363897,Cancelled,,GP24
B1289473,04/07/2024,A1363906,Cancelled,,GP24
B1289482,04/07/2024,A1363915,Cancelled,,GP24
B1289498,05/07/2024,A1363931,Cancelled,,GP24
B1289500,05/07/2024,A1363933,Cancelled,,GP24
B1289507,05/07/2024,A1363940,Attending,Yes,GP24
B1289512,05/07/2024,A1363945,Cancelled,,GP24
B1289523,05/07/2024,A1363958,Cancelled,,GP24
B1289525,05/07/2024,A1363960,Attending,Yes,GP24
B1289536,05/07/2024,A1363972,Attending,Yes,GP24
B1289541,05/07/2024,A1363977,Attending,No,GP24
B1289590,06/07/2024,A1364029,Cancelled,,GP24
B1289599,06/07/2024,A1364038,Attending,Yes,GP24
B1289628,07/07/2024,A1364068,Cancelled,,GP24
B1289649,08/07/2024,A1364090,Attending,No,GP24
B1289656,08/07/2024,A1364097,Cancelled,,GP24
B1289659,08/07/2024,A1364100,Attending,Yes,GP24
B1289710,08/07/2024,A1364158,Cancelled,,GP24
B1289720,09/07/2024,A1364168,Attending,Yes,GP24
B1289732,09/07/2024,A1364180,Attending,Yes,GP24
B1289736,09/07/2024,A1364184,Attending,Yes,GP24
B1289740,09/07/2024,A1364189,Attending,Yes,GP24
B1289751,09/07/2024,A1364200,Cancelled,,GP24
B1289767,09/07/2024,A1364217,Attending,Yes,GP24
B1289791,10/07/2024,A1364242,Attending,Yes,GP24
B1289797,10/07/2024,A1364248,Attending,Yes,GP24
B1289815,10/07/2024,A1364266,Cancelled,,GP24
B1290068,12/07/2024,A1364533,Attending,Yes,GP24
B1290227,15/07/2024,A1364695,Attending,Yes,GP24
B1290228,15/07/2024,A1364696,Cancelled,,GP24
B1290243,15/07/2024,A1364714,Attending,Yes,GP24
B1290346,16/07/2024,A1364820,Attending,Yes,GP24
B1290369,16/07/2024,A1364844,Attending,No,GP24
B1290434,17/07/2024,A1364917,Cancelled,,GP24
B1290449,17/07/2024,A1364932,Attending,Yes,GP24
B1290450,17/07/2024,A1364933,Attending,Yes,GP24
B1290451,17/07/2024,A1364934,Attending,Yes,GP24
B1290588,19/07/2024,A1365082,Attending,Yes,GP24
B1290619,19/07/2024,A1365116,Cancelled,,GP24
B1290626,19/07/2024,A1365123,Attending,Yes,GP24
B1290632,19/07/2024,A1365129,Attending,Yes,GP24
B1290733,22/07/2024,A1365234,Attending,Yes,GP24
B1290744,22/07/2024,A1365245,Attending,Yes,GP24
B1290772,23/07/2024,A1365273,Attending,Yes,GP24
B1290776,23/07/2024,A1365277,Attending,Yes,GP24
B1290805,24/07/2024,A1365306,Attending,Yes,GP24
B1290809,24/07/2024,A1365310,Attending,Yes,GP24
B1290819,24/07/2024,A1365320,Attending,Yes,GP24
B1290830,24/07/2024,A1365331,Attending,Yes,GP24
B1290847,25/07/2024,A1365351,Attending,Yes,GP24
B1290848,25/07/2024,A1365352,Attending,Yes,GP24
B1290849,25/07/2024,A1365353,Attending,Yes,GP24
B1290914,26/07/2024,A1365419,Attending,Yes,GP24
B1290965,29/07/2024,A1365470,Cancelled,,GP24
B1290966,29/07/2024,A1365471,Cancelled,,GP24
B1290967,29/07/2024,A1365472,Attending,Yes,GP24
B1290968,29/07/2024,A1365473,Attending,Yes,GP24
B1290969,29/07/2024,A1365474,Attending,Yes,GP24
B1290971,29/07/2024,A1365476,Attending,Yes,GP24
B1290973,29/07/2024,A1365478,Attending,Yes,GP24
B1290973,29/07/2024,A1365479,Attending,Yes,GP24
B1290973,29/07/2024,A1365480,Attending,Yes,GP24
B1290973,29/07/2024,A1365481,Attending,Yes,GP24
B1290993,29/07/2024,A1365501,Attending,Yes,GP24
B1290994,29/07/2024,A1365502,Attending,Yes,GP24
B1290995,29/07/2024,A1365503,Attending,Yes,GP24
B1290996,29/07/2024,A1365504,Attending,Yes,GP24
B1290998,29/07/2024,A1365506,Attending,Yes,GP24
B1290999,29/07/2024,A1365507,Attending,Yes,GP24
B1291001,29/07/2024,A1365509,Attending,Yes,GP24
B1291003,29/07/2024,A1365511,Attending,Yes,GP24
B1291004,29/07/2024,A1365512,Attending,Yes,GP24
B1291005,29/07/2024,A1365513,Attending,Yes,GP24
B1291006,29/07/2024,A1365514,Attending,Yes,GP24
B1291008,29/07/2024,A1365516,Attending,Yes,GP24
B1291009,29/07/2024,A1365517,Attending,No,GP24
B1291010,29/07/2024,A1365518,Attending,Yes,GP24
B1291011,29/07/2024,A1365519,Attending,Yes,GP24
B1291012,29/07/2024,A1365520,Attending,Yes,GP24
B1291015,29/07/2024,A1365523,Attending,Yes,GP24
B1291110,31/07/2024,A1365637,Attending,No,GP24
B1291111,31/07/2024,A1365638,Attending,Yes,GP24
B1291168,02/08/2024,A1365698,Attending,Yes,GP24
B1291175,02/08/2024,A1365705,Attending,Yes,GP24
B1291291,05/08/2024,A1365824,Cancelled,,GP24
B1291292,05/08/2024,A1365825,Attending,Yes,GP24
B1291297,05/08/2024,A1365830,Cancelled,,GP24
B1291317,06/08/2024,A1365850,Cancelled,,GP24
B1291318,06/08/2024,A1365851,Attending,Yes,GP24
B1291319,06/08/2024,A1365852,Attending,Yes,GP24
B1291321,06/08/2024,A1365854,Attending,Yes,GP24
B1291375,07/08/2024,A1365909,Attending,Yes,GP24
B1291377,07/08/2024,A1365911,Attending,Yes,GP24
B1291441,08/08/2024,A1365978,Attending,Yes,GP24
B1291564,09/08/2024,A1366105,Cancelled,,GP24
B1291568,09/08/2024,A1366109,Cancelled,,GP24
B1291721,12/08/2024,A1366264,Attending,Yes,GP24
B1291887,14/08/2024,A1366442,Attending,Yes,GP24
B1291888,14/08/2024,A1366443,Attending,Yes,GP24
B1291889,14/08/2024,A1366444,Attending,Yes,GP24
